country_code,wc_share_M,wc_share_F,wcs_share_M,wcs_share_F,sales_share_M,sales_share_F,wc_avg_exp,bc_avg_exp,wcs_avg_exp,bcs_avg_exp,wc_gap,wc_exposure_spread,predicted_wc,wcs_gap,wcs_exposure_spread,predicted_wcs,country_name,gender_gap,residual_wc,residual_wcs
ECU,0.13360323557043371,0.19547653962810005,0.20160565508415376,0.3736824467427559,0.06800241951372007,0.17820590711465578,0.4010732417950374,0.18821541066982894,0.3850315153987976,0.16097402076100947,0.061873304057666334,0.21285783112520845,0.013170217306265415,0.17207679165860215,0.22405749463778812,0.038555094824335036,Ecuador,0.0280999999999999,0.014929782693734484,-0.010455094824335136
ESP,0.40339598025138645,0.5261176493533463,0.47401103071675177,0.655597135262456,0.07061505046536537,0.12947948590910974,0.41319752559071243,0.2046598796581331,0.4043040491796961,0.16931948831183208,0.12272166910195981,0.20853764593257934,0.025592087979439657,0.18158610454570423,0.234984560867864,0.04266993103637835,Spain,0.0428999999999999,0.01730791202056024,0.0002300689636215436
EST,0.4451542826108705,0.6197298229933305,0.46313939030141904,0.6921645273882323,0.01798510769054867,0.07243470439490195,0.41304354266309773,0.1949786972214839,0.40907933592878176,0.17684688746652535,0.17457554038245998,0.21806484544161384,0.03806878823138735,0.22902513708681327,0.2322324484622564,0.05318706834507457,Estonia,0.0521999999999999,0.014131211768612546,-0.000987068345074671
ETH,0.055098770966777205,0.04299658459377932,0.10825979418698405,0.16217050195352478,0.05316102322020682,0.11917391735974547,0.39409637841866046,0.16528356444990666,0.37455390648471665,0.1468501272074089,-0.012102186372997883,0.2288128139687538,-0.002769135319179952,0.053910707766540736,0.22770377927730776,0.012275671901955833,Ethiopia,0.0185,0.02126913531917995,0.006224328098044166
FIN,0.4849416117156477,0.585290728329878,0.5263342770737415,0.6654753298643007,0.0413926653580937,0.08018460153442274,0.4012975371203241,0.20258003066115005,0.3973612968515315,0.17867351555554953,0.10034911661423035,0.19871750645917408,0.019941126228960732,0.13914105279055922,0.21868778129598196,0.030428448121954495,Finland,0.0233,0.003358873771039269,-0.007128448121954494
FJI,0.24633453162936894,0.3867905873047261,0.30499614161224137,0.47010744182980685,0.05866160998287252,0.08331685452508075,0.42379869529126957,0.18986895782597357,0.41242940403169,0.1718419799801227,0.14045605567535716,0.233929737465296,0.0328568482295473,0.16511130021756548,0.24058742405156727,0.03972370240114906,Fiji,0.0451,0.012243151770452702,0.005376297598850943
FRA,0.5236712762633499,0.6432803921518325,0.5538991997194604,0.7000128697267256,0.03022792345611067,0.056732477574893116,0.40887135105491496,0.19254118816219554,0.40566959453649215,0.17260914637443472,0.11960911588848266,0.21633016289271942,0.02587505952360961,0.14611367000726516,0.23306044816205743,0.03405331741449619,France,0.0377,0.011824940476390388,0.0036466825855038104
GBR,0.6030705383017936,0.6822361060722079,0.6379024787961843,0.7390368107875966,0.03483194049439075,0.056800704715388825,0.40358176038657995,0.19590284585316473,0.40086090420847703,0.17161157769694035,0.07916556777041428,0.20767891453341522,0.01644101918298116,0.10113433199141231,0.22924932651153668,0.023184977496225428,United Kingdom of Great Britain and Northern Ireland,0.0219,0.00545898081701884,-0.0012849774962254285
GEO,0.2276049232930509,0.35501666814172333,0.28226667305226083,0.4448158561796936,0.054661749759209885,0.08979918803797021,0.3858807640172005,0.17593584358814693,0.3812392951705982,0.15482810789606594,0.12741174484867243,0.20994492042905358,0.02674944863398141,0.16254918312743277,0.22641118727453224,0.03680295354238742,Georgia,0.0225999999999999,-0.00414944863398151,-0.014202953542387518
GHA,0.14568275074775758,0.0791951079125574,0.22587616323834864,0.33088017527662206,0.08019341249059105,0.25168506736406465,0.3781651836636331,0.20019759916339616,0.3687345831689594,0.16216085167669003,-0.06648764283520017,0.17796758450023695,-0.01183264519449506,0.10500401203827342,0.20657373149226937,0.021691070588405314,Ghana,0.0197,0.03153264519449506,-0.001991070588405315
